"","TCGA-3L-AA1B-01A","TCGA-A6-6653-01A","TCGA-AA-3530-01A","TCGA-AA-3556-01A","TCGA-AA-3858-01A","TCGA-AA-A00D-01A","TCGA-AY-A71X-01A","TCGA-AZ-6599-01A","TCGA-CM-6676-01A","TCGA-D5-6530-01A","TCGA-A6-2678-11A","TCGA-A6-2680-11A","TCGA-A6-5665-11A","TCGA-AA-3511-11A","TCGA-AA-3522-11A","TCGA-AA-3655-11A","TCGA-AA-3660-11A","TCGA-AA-3712-11A","TCGA-AZ-6599-11A","TCGA-AZ-6603-11A"
"ENSG00000267235.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267238.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267239.1","0","0","0","0","0","0","0","0","6","0","1","1","0","0","1","1","2","1","0","0"
"ENSG00000267240.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267241.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267243.6","9","0","0","0","0","3","1","4","0","8","0","0","1","0","0","0","0","0","0","0"
"ENSG00000267244.5","114","15","49","3","32","17","187","62","50","49","91","43","75","50","84","27","30","206","122","30"
"ENSG00000267245.1","0","0","0","0","0","0","0","0","0","0","0","228","0","0","0","0","0","0","0","1"
"ENSG00000267246.1","1","1","0","0","0","0","1","0","2","0","3","0","0","1","0","0","2","0","3","2"
"ENSG00000267247.1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000267248.3","29","9","14","15","9","0","28","20","27","11","38","7","22","24","33","14","13","20","49","24"
"ENSG00000267249.1","40","53","34","12","16","7","144","87","133","57","37","75","33","47","53","45","35","33","47","24"
"ENSG00000267250.1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"ENSG00000267251.2","2","1","0","0","0","0","15","3","3","2","2","11","2","1","3","3","1","3","5","5"
"ENSG00000267252.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267253.1","3","3","0","2","2","1","1","0","2","0","2","1","0","1","2","1","1","0","0","1"
"ENSG00000267254.7","62","10","36","7","13","8","51","13","42","11","57","44","54","47","57","84","82","59","57","61"
"ENSG00000267255.1","5","1","0","0","0","1","2","1","2","0","0","0","0","1","0","0","0","0","2","0"
"ENSG00000267257.1","0","0","0","0","0","0","0","0","0","0","2","0","6","4","4","4","1","5","0","0"
"ENSG00000267258.1","2","0","1","0","1","0","3","3","1","0","1","5","0","0","8","1","1","5","5","0"
"ENSG00000267259.1","40","6","11","28","4","0","38","55","14","19","39","3","18","22","58","18","29","13","19","2"
"ENSG00000267260.2","3","1","0","0","3","3","2","1","1","0","3","7","0","3","1","3","6","2","0","1"
"ENSG00000267261.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267262.1","4","0","0","0","1","0","1","2","3","1","2","1","2","0","1","0","1","3","4","0"
"ENSG00000267263.1","2","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0"
"ENSG00000267264.1","4","0","6","0","3","3","4","1","9","1","8","2","1","3","1","1","3","3","9","3"
"ENSG00000267265.5","47","15","21","15","12","13","50","30","34","48","65","19","42","49","56","32","24","91","46","24"
"ENSG00000267269.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000267270.6","34","8","8","15","5","15","94","25","137","30","91","31","40","51","67","44","60","45","60","72"
"ENSG00000267271.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000267272.5","9","4","8","7","4","8","5","4","6","0","28","22","8","29","47","38","9","36","37","47"
"ENSG00000267273.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267274.1","21","12","21","2","4","3","34","6","9","8","13","10","11","18","20","12","12","21","29","9"
"ENSG00000267275.1","0","0","1","0","0","0","0","0","1","0","0","1","0","2","0","0","0","0","0","0"
"ENSG00000267277.1","12","4","3","5","13","4","12","11","14","2","5","13","2","12","6","6","5","6","11","4"
"ENSG00000267278.6","384","63","134","161","49","64","386","387","469","183","291","182","171","203","250","184","170","275","205","73"
"ENSG00000267279.2","4","7","0","2","2","1","1","1","4","5","1","1","1","1","0","4","1","2","1","1"
"ENSG00000267280.5","20","7","8","1","14","7","4","9","17","1","35","19","17","19","45","28","20","33","40","19"
"ENSG00000267281.2","23","2","16","11","9","12","15","21","5","10","16","8","5","12","8","8","7","23","10","12"
"ENSG00000267282.1","4","0","0","1","1","1","4","2","2","3","3","6","2","0","4","0","2","7","3","2"
"ENSG00000267283.1","2","0","2","0","0","1","6","1","2","3","0","1","1","1","0","2","0","1","1","1"
"ENSG00000267284.2","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267285.1","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000267286.1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267287.1","7","4","0","4","4","2","6","0","10","5","2","1","3","2","7","4","5","5","7","7"
"ENSG00000267288.2","66","3","7","2","6","8","39","7","60","12","5","17","3","5","17","8","9","10","7","2"
"ENSG00000267289.1","1","0","0","1","1","0","2","0","0","0","0","5","1","2","2","2","0","2","5","3"
"ENSG00000267291.1","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"ENSG00000267292.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267293.1","0","0","1","5","0","1","5","0","6","1","1","2","7","1","0","1","1","3","6","0"
"ENSG00000267295.1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267296.2","271","245","111","60","176","148","916","194","481","187","460","447","263","457","605","330","268","313","638","248"
"ENSG00000267298.1","0","1","2","0","0","0","2","2","2","1","0","2","0","1","1","1","0","0","0","2"
"ENSG00000267299.1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","2","0"
"ENSG00000267301.1","1","0","0","0","2","1","1","0","1","0","0","1","0","1","5","0","0","2","0","1"
"ENSG00000267302.5","7","0","3","2","0","0","2","0","3","2","1","2","2","0","1","0","2","3","0","1"
"ENSG00000267303.1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","1"
"ENSG00000267304.1","1","0","0","3","0","0","4","1","2","0","5","13","3","2","2","3","1","2","1","19"
"ENSG00000267305.2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267308.3","1","0","3","0","0","0","2","0","2","1","0","0","3","0","1","0","0","1","0","0"
"ENSG00000267309.1","66","29","6","21","17","9","46","16","39","34","38","43","16","41","34","37","28","37","23","55"
"ENSG00000267310.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267311.1","3","0","0","0","0","0","4","1","0","0","0","1","0","1","2","0","0","0","1","0"
"ENSG00000267312.1","3","0","5","1","0","3","5","0","1","0","0","1","0","0","2","2","1","1","3","1"
"ENSG00000267313.7","255","0","1","2","1","0","1","0","1","0","3","2","6","26","3","4","3","4","0","4"
"ENSG00000267314.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000267315.1","1","0","2","0","1","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"ENSG00000267316.5","0","0","0","0","0","0","1","0","0","0","0","2","0","0","1","1","0","1","1","1"
"ENSG00000267317.2","144","194","45","43","136","152","196","155","230","217","297","344","147","182","281","212","130","181","231","168"
"ENSG00000267318.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267319.1","5","2","2","2","1","0","10","1","1","3","2","3","1","1","0","0","0","0","3","1"
"ENSG00000267320.5","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0"
"ENSG00000267321.3","296","64","172","115","272","153","569","178","688","163","322","426","157","266","358","453","304","255","235","216"
"ENSG00000267322.2","17","6","16","0","1","7","32","8","6","4","15","9","11","10","10","2","2","12","17","6"
"ENSG00000267323.1","2","0","1","0","0","0","2","2","1","0","1","0","0","0","0","0","0","1","1","0"
"ENSG00000267324.1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","1","0","0"
"ENSG00000267325.2","10","8","0","2","3","4","0","4","7","6","7","11","3","9","17","5","4","3","15","15"
"ENSG00000267327.2","8","1","1","0","2","0","0","0","2","0","2","2","5","7","21","9","10","11","8","4"
"ENSG00000267328.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267332.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267333.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000267334.1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267335.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267336.1","1","2","1","1","1","2","1","1","1","2","4","1","2","6","1","1","0","1","3","3"
"ENSG00000267337.2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"ENSG00000267338.1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267339.7","6","0","0","0","1","0","0","0","4","0","1","0","3","1","2","0","0","0","2","1"
"ENSG00000267340.1","7","1","6","2","1","5","11","3","8","2","3","3","2","7","4","1","1","3","7","6"
"ENSG00000267341.1","0","1","0","1","1","0","3","1","0","1","0","1","0","1","0","0","1","0","1","0"
"ENSG00000267342.1","19","7","15","3","10","9","30","13","17","3","7","7","4","6","8","5","2","13","5","7"
"ENSG00000267343.2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267344.1","71","2","37","5","12","5","119","40","32","24","40","38","48","20","44","5","15","69","25","17"
"ENSG00000267345.1","2","0","1","0","2","2","5","1","1","2","0","1","0","2","2","0","0","3","1","1"
"ENSG00000267346.1","1","0","4","0","0","1","8","1","1","2","0","1","3","0","0","1","0","1","0","1"
"ENSG00000267348.3","35","18","9","1","5","13","48","13","13","16","20","27","12","27","16","6","8","24","15","16"
"ENSG00000267349.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267352.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267353.1","0","0","0","0","0","1","6","0","1","2","0","0","1","0","1","0","1","0","0","0"
"ENSG00000267354.1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267355.2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267356.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267359.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"ENSG00000267360.6","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","1","0"
"ENSG00000267361.1","1","0","0","0","0","0","1","0","1","0","3","0","2","5","1","0","0","3","9","3"
"ENSG00000267363.1","0","0","0","0","0","0","0","0","0","0","1","5","0","2","0","0","0","0","1","0"
"ENSG00000267364.2","11","11","7","3","5","18","3","6","1","11","27","11","8","24","29","45","24","11","11","26"
"ENSG00000267365.1","60","17","14","47","13","40","195","65","69","10","144","40","62","130","212","92","103","77","175","32"
"ENSG00000267366.1","23","4","0","0","1","2","3","1","7","1","5","7","3","5","2","3","2","3","3","1"
"ENSG00000267368.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267369.1","24","11","15","7","7","31","7","9","16","32","40","28","25","43","47","33","43","39","28","58"
"ENSG00000267370.1","38","1","14","14","8","8","69","35","37","15","21","20","15","16","44","22","17","31","31","28"
"ENSG00000267371.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267372.2","13","2","1","1","0","3","35","1","43","2","6","15","5","3","10","4","3","4","1","8"
"ENSG00000267373.1","0","0","0","0","0","0","3","0","1","0","1","0","0","0","1","0","0","0","1","0"
"ENSG00000267374.2","46","64","30","69","2","19","110","57","47","80","48","37","31","40","74","41","64","35","52","37"
"ENSG00000267375.1","0","0","1","0","0","0","4","0","2","1","1","1","0","0","1","0","0","1","2","0"
"ENSG00000267376.1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000267378.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000267379.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267382.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267383.7","19","40","5","1","19","3","4","14","34","19","36","18","15","44","41","25","20","45","44","24"
"ENSG00000267384.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267385.1","4","2","6","0","4","0","6","6","1","2","0","1","3","4","0","0","0","2","6","7"
"ENSG00000267387.1","7","0","3","0","0","0","3","2","1","1","2","0","3","0","0","1","0","1","0","3"
"ENSG00000267388.1","1","8","0","1","1","0","5","2","0","1","2","2","1","0","0","0","0","1","2","3"
"ENSG00000267389.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267390.1","39","21","5","31","17","12","59","83","29","24","81","79","20","45","89","49","38","49","51","39"
"ENSG00000267391.5","0","0","0","0","0","0","0","0","1","1","0","0","3","0","1","3","0","1","0","0"
"ENSG00000267392.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267393.1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0"
"ENSG00000267394.1","18","9","4","8","4","4","20","9","14","8","23","23","16","17","17","7","10","21","24","9"
"ENSG00000267395.5","46","5","3","2","12","10","76","12","32","20","7","19","24","11","20","11","7","29","40","14"
"ENSG00000267396.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267397.1","2","17","5","7","3","8","50","3","6","12","27","70","10","15","7","5","9","13","8","7"
"ENSG00000267398.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267399.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267400.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267401.2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"ENSG00000267402.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267404.1","0","6","2","0","0","0","3","0","1","2","0","1","0","0","0","0","0","3","2","0"
"ENSG00000267405.1","20","1","0","2","0","0","0","0","4","3","27","19","5","14","25","20","6","18","23","174"
"ENSG00000267406.1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000267407.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267408.1","0","1","1","0","0","0","1","0","0","2","1","1","0","0","0","0","0","0","0","1"
"ENSG00000267409.1","0","0","0","0","0","1","0","1","0","0","1","1","2","1","0","0","1","0","0","0"
"ENSG00000267412.1","1","0","1","0","0","3","0","0","1","0","0","0","1","2","4","1","2","1","2","6"
"ENSG00000267413.1","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267414.1","21","8","13","7","8","5","6","10","16","3","59","51","27","38","47","47","16","36","41","66"
"ENSG00000267415.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267416.1","3","1","1","5","2","2","12","11","8","4","3","1","4","7","4","4","7","4","9","5"
"ENSG00000267417.1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0"
"ENSG00000267418.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267419.2","43","21","23","16","25","19","73","42","48","37","34","28","35","38","38","35","23","35","43","28"
"ENSG00000267420.1","0","0","0","0","0","0","2","1","0","1","2","1","3","1","8","1","0","1","1","1"
"ENSG00000267421.6","2","0","1","0","1","0","0","1","7","0","3","2","1","3","5","6","5","5","1","4"
"ENSG00000267422.1","8","4","5","9","3","7","8","4","4","3","7","6","4","4","9","3","2","11","9","8"
"ENSG00000267423.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000267424.1","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000267425.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267426.5","2","0","0","0","0","1","3","0","1","0","1","0","0","0","0","0","0","0","1","1"
"ENSG00000267428.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267429.1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","1"
"ENSG00000267430.1","0","1","2","0","1","0","0","0","0","0","0","2","2","0","3","0","0","0","0","0"
"ENSG00000267432.6","3","1","5","0","8","26","4","1","92","2","0","0","0","2","0","1","0","1","4","1"
"ENSG00000267433.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267436.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267437.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267439.1","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0"
"ENSG00000267440.2","8","2","3","2","2","2","5","0","19","3","5","0","1","3","4","3","0","1","0","2"
"ENSG00000267441.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267443.2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000267444.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"ENSG00000267446.1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000267448.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267449.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267450.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000267452.3","2","3","1","1","1","2","3","1","4","5","2","0","2","2","0","1","1","1","2","2"
"ENSG00000267453.7","19","0","0","3","0","3","0","1","1","0","8","2","4","0","3","24","5","18","2","3"
