"","TCGA-A2-A0CQ-01A","TCGA-A2-A259-01A","TCGA-A7-A0CD-01A","TCGA-AN-A0FF-01A","TCGA-AR-A2LE-01A","TCGA-B6-A0IP-01A","TCGA-BH-A0B0-01A","TCGA-E2-A1IO-01A","TCGA-E9-A1R4-01A","TCGA-LD-A9QF-01A","TCGA-BH-A0BQ-11A","TCGA-BH-A0BS-11A","TCGA-BH-A0DO-11A","TCGA-BH-A0E0-11A","TCGA-BH-A0H9-11A","TCGA-BH-A1FH-11B","TCGA-E2-A1BC-11A","TCGA-E2-A1IG-11A","TCGA-E2-A1L7-11A","TCGA-E9-A1NA-11A","TCGA-E9-A1NG-11A"
"ENSG00000089248.7","12564","6987","14941","11123","9592","13405","7373","5350","6162","8983","4602","11927","7247","16014","3904","3413","3722","4110","8788","5719","4066"
"ENSG00000089250.19","7","8","10","12","2","7","5","14","7","4","32","27","31","16","27","42","15","23","59","11","0"
"ENSG00000089280.19","35603","15658","15008","21407","11138","22976","15447","14729","20980","11096","8341","12135","11223","10477","3742","5416","5252","6456","12775","8968","6419"
"ENSG00000089289.16","4094","2791","9321","2945","6413","4473","3118","2153","1797","2667","2885","4366","3867","5057","2492","2800","3168","2085","2941","2781","2430"
"ENSG00000089327.15","26785","3530","4426","7903","4981","9082","14197","4335","3833","8191","5134","6072","4051","5276","4680","6740","1727","3185","4218","4698","3950"
"ENSG00000089335.21","2766","2730","4793","1917","2058","4933","2312","2065","1767","985","1744","1848","2284","1657","723","1141","964","1138","1611","1825","1298"
"ENSG00000089351.14","7049","5288","8830","6093","5644","7799","2814","4329","4208","3682","2777","2912","3135","3055","1809","2295","2220","1967","3570","2955","2030"
"ENSG00000089356.18","260","73","368","111","181","102","109","41","103","158","113","77","83","86","2","16","7","24","61","67","5"
"ENSG00000089472.16","387","1586","966","617","668","955","2025","2700","1265","1481","3183","2257","2611","1853","504","1712","141","1338","2806","1494","996"
"ENSG00000089486.17","1416","1772","2971","1417","342","1557","1120","1822","5194","1199","1806","3150","2618","1947","2085","1962","1121","1694","2503","2117","1562"
"ENSG00000089505.18","19","69","47","75","41","48","31","133","103","24","20","26","51","25","4","27","12","26","39","75","27"
"ENSG00000089558.9","17","14","0","11","8","10","11","18","17","25","19","11","8","6","13","14","17","16","28","46","29"
"ENSG00000089597.18","29451","29966","36025","32564","21624","40218","38038","34828","26608","19687","24850","27435","23973","26077","12056","13069","9636","17460","24095","23287","17429"
"ENSG00000089639.11","1747","1087","1524","1680","1300","1853","1317","1485","1769","2351","719","948","740","895","261","686","163","614","1139","1193","742"
"ENSG00000089682.16","675","787","1254","670","768","1016","441","717","434","233","727","591","868","321","168","457","282","537","612","715","567"
"ENSG00000089685.15","1566","472","2025","2277","434","2206","402","905","1736","1266","273","186","106","318","19","182","11","98","239","77","62"
"ENSG00000089692.9","105","113","160","197","41","96","158","152","447","543","92","45","114","24","97","96","23","25","155","66","38"
"ENSG00000089693.11","16326","9150","13075","9949","5746","18003","9941","8221","4244","6362","6772","9513","7407","8667","5948","6048","4444","5831","7365","7645","5905"
"ENSG00000089723.10","152","297","167","335","143","422","180","397","122","122","93","175","126","103","23","42","26","53","89","113","67"
"ENSG00000089737.17","8261","12583","13210","8687","5867","10595","11570","8143","5697","6760","8781","11515","10081","8708","7291","7716","6938","7806","9954","10169","9710"
"ENSG00000089775.12","1283","977","1250","1033","831","1341","526","1077","682","710","601","884","1039","459","332","464","435","439","701","652","510"
"ENSG00000089818.18","1994","1902","2826","1581","1564","2623","1595","1970","847","1220","1644","2040","1933","1485","866","1264","786","1092","1622","1222","1362"
"ENSG00000089820.16","1075","1012","495","1201","400","1031","1008","1398","3944","4058","726","846","795","597","563","822","379","869","1660","1711","1195"
"ENSG00000089847.12","740","92","261","182","136","138","120","82","119","81","90","181","110","115","50","27","146","83","166","107","47"
"ENSG00000089876.12","3775","3371","3657","2177","1902","3513","2595","2444","1939","1953","2404","2746","2714","2145","872","1715","777","1315","2091","1968","1595"
"ENSG00000089902.10","2561","4274","3984","4265","2942","4855","3217","3883","1999","1592","3217","3148","3155","1636","785","1885","2406","2214","2749","2559","1868"
"ENSG00000089916.18","1465","4153","3204","1878","2551","2942","1705","3813","2642","1348","3638","3033","4649","1501","774","1794","1050","2277","2758","2703","2478"
"ENSG00000090006.18","2900","4809","2739","2246","1568","3031","2869","4900","2953","2924","7593","5270","8154","5209","17685","9170","7147","9187","6075","14957","14192"
"ENSG00000090013.11","7334","5188","9566","5096","1270","3337","2730","1940","5450","3183","1331","4570","2113","3551","5845","2308","3627","3244","2627","4081","3311"
"ENSG00000090020.11","9615","3968","5493","5936","11355","8605","11308","6323","5117","2494","5428","5913","5477","5546","1297","2666","753","2880","4452","4094","2050"
"ENSG00000090054.15","5467","5590","6294","5644","4425","4410","5296","3438","5755","2668","4357","5824","4999","3307","2667","4101","2830","3250","4487","4146","4605"
"ENSG00000090060.18","10495","15842","14590","10095","12136","16894","9664","15910","8078","6030","11066","11929","12150","6783","3809","8853","3595","7297","10116","9768","8952"
"ENSG00000090061.17","352","652","422","469","414","522","624","563","388","296","373","354","442","361","121","274","230","306","343","352","339"
"ENSG00000090097.22","1497","900","1498","784","742","2295","1401","1159","873","1663","1850","2063","1853","1986","1143","1331","468","1090","1854","1760","1121"
"ENSG00000090104.12","11209","2129","763","3982","538","858","1710","4168","1274","8129","3909","6371","2331","1391","397","2220","567","1929","6778","697","1800"
"ENSG00000090238.12","4903","5137","6081","3756","1318","3529","2390","3738","4363","2500","2035","3815","3013","3492","3231","2716","2709","1750","2856","2478","2022"
"ENSG00000090263.16","3080","2375","363","2043","2023","1967","1927","1849","1071","1939","1286","2399","1851","2112","1379","1228","1409","1157","1490","1385","1205"
"ENSG00000090266.13","3388","2436","1818","2529","2333","3077","2768","1319","1510","2073","1162","1870","1424","2064","2458","1251","1365","1036","1579","1600","1478"
"ENSG00000090273.14","12781","6540","8428","6828","3003","10231","8131","5055","5321","3719","3541","7288","4127","9540","5801","2672","3790","3578","5976","5491","4147"
"ENSG00000090316.16","3393","3806","3346","3325","2818","5489","2340","3880","3367","3400","2558","3350","2760","4017","2111","2079","1916","1976","3044","2997","2106"
"ENSG00000090339.9","3255","4742","870","1691","850","3186","2607","1904","2176","3641","1097","1080","1089","650","1284","3398","475","1034","5316","1743","3222"
"ENSG00000090372.15","5725","4326","5178","5087","2727","7184","4079","4592","3393","4684","3439","4260","3652","3679","2880","2946","2230","3330","4547","3860","2618"
"ENSG00000090376.11","192","5171","269","297","292","309","457","697","361","1201","1224","896","1017","310","747","1171","4836","2073","1532","1787","1659"
"ENSG00000090382.7","789","6160","1244","3741","2038","1562","10446","3824","11676","27381","954","1512","831","463","297","1902","210","1526","3091","2051","2656"
"ENSG00000090402.8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000090432.7","1991","2470","3819","2730","1687","3459","2628","2760","2534","1580","1883","3620","2556","2227","2209","2127","1132","1641","2586","2119","1715"
"ENSG00000090447.12","2815","1727","1733","938","620","1142","496","1033","978","471","458","1014","1032","794","402","314","667","277","559","704","353"
"ENSG00000090470.15","1534","1614","1292","1330","740","1949","1058","1258","865","1096","1355","1474","1767","1414","1038","1296","946","1119","1419","1440","1150"
"ENSG00000090487.11","7351","6043","7914","5653","3026","8826","6846","6498","4109","3356","3898","5112","4584","4702","3079","3633","2412","2686","3930","4462","4254"
"ENSG00000090512.12","0","1","0","0","0","1","0","0","0","1","10","8","7","13","0","10","0","6","7","1","0"
"ENSG00000090520.11","1716","1892","2049","2071","850","1936","1468","1345","1406","1420","1240","1385","1193","1031","822","1019","521","838","1498","1287","1113"
"ENSG00000090530.10","551","765","344","675","205","435","246","425","339","262","2220","1712","1477","1262","485","1418","295","1009","1735","1276","832"
"ENSG00000090534.20","1296","32","20","156","6","243","34","41","262","70","37","24","24","15","56","37","26","50","38","103","42"
"ENSG00000090539.15","7015","533","181","1251","121","2612","542","828","1035","752","578","234","384","361","574","469","383","556","665","1249","677"
"ENSG00000090554.13","12","10","8","9","6","10","10","14","13","22","9","6","13","5","7","4","2","5","15","11","10"
"ENSG00000090565.17","5249","6005","4042","6612","2296","5139","2905","9710","15270","1893","1902","2196","2042","2082","1831","1563","1104","1726","3101","3554","2014"
"ENSG00000090581.10","8200","4221","3361","3317","1359","6075","3344","3166","3912","2842","1665","3077","2491","3106","2837","2100","1989","1958","2556","2993","2509"
"ENSG00000090612.22","2005","2199","2017","2199","1827","2165","982","1239","1382","567","1982","2637","2429","1638","629","1218","702","1022","1692","1547","1319"
"ENSG00000090615.15","5553","8480","9216","7150","5336","9163","4737","10036","6468","4717","4151","4510","4782","3464","2605","4158","2739","4621","5747","7309","4908"
"ENSG00000090621.15","6628","7269","4227","4864","6652","7186","9426","4980","4793","7666","6821","7043","7522","7385","4310","4889","8174","4824","5727","6396","5792"
"ENSG00000090659.18","8","520","105","96","66","62","82","62","113","47","319","40","152","51","410","1223","238","614","905","2224","2497"
"ENSG00000090661.12","9983","4344","8455","4711","2092","26370","1464","6204","4399","2999","1935","4103","3974","2779","841","1411","766","1559","2295","2088","1005"
"ENSG00000090674.16","1207","780","1220","1454","621","1292","1051","956","1382","1159","778","1060","863","991","1100","1139","866","916","1088","1477","1346"
"ENSG00000090686.16","5020","3913","4204","3773","3445","6170","3728","3903","3555","1777","3998","4052","4203","3408","1674","2981","1932","2661","3519","3504","3412"
"ENSG00000090776.6","1273","1247","3745","1330","596","1867","2255","1989","597","1457","1444","2384","2050","2184","5756","1752","4433","2549","2075","3938","2904"
"ENSG00000090857.14","777","2201","1522","1782","1426","2242","1471","2129","1665","1092","4765","3426","3234","1005","822","925","1204","1795","2048","1662","2183"
"ENSG00000090861.17","5936","8291","10768","10476","2555","7124","5437","8207","8303","4948","6004","9055","6385","9244","6438","4109","4240","6310","7807","9142","6842"
"ENSG00000090863.12","6889","9421","9774","9069","4770","10915","12636","15577","8681","7862","13803","15185","16105","12962","8807","9302","7760","11621","14296","16607","12804"
"ENSG00000090889.12","970","431","1534","1595","337","1324","521","495","848","688","224","94","86","93","12","88","7","80","157","61","49"
"ENSG00000090905.19","6016","8692","5164","3822","4643","6410","2696","6265","5185","2002","3894","2836","5000","2098","1571","2167","2595","3271","2990","4862","3825"
"ENSG00000090924.15","732","2066","939","864","717","1069","1044","2086","1286","1940","2100","1293","1245","891","870","1114","694","1474","1695","1713","1647"
"ENSG00000090932.11","1","9","0","20","3","27","16","13","30","6","0","24","14","8","1","3","0","0","6","2","0"
"ENSG00000090971.5","2714","562","464","1237","565","1396","887","1892","870","1209","362","681","525","900","157","268","78","235","602","411","177"
"ENSG00000090975.13","262","3379","6848","377","456","459","500","530","272","567","720","667","937","389","765","730","538","785","879","1317","1020"
"ENSG00000090989.18","1640","2209","2623","1754","1686","2349","962","2518","2440","1394","1802","2067","2378","1281","1158","1532","1222","1436","1912","1971","2022"
"ENSG00000091009.8","1842","2068","2482","1554","1097","2083","1099","1030","1129","782","1387","2208","1955","670","663","1237","706","841","1532","1031","1211"
"ENSG00000091010.6","2","8","13","6","5","21","2","3","15","16","0","4","7","1","5","6","1","3","7","1","5"
"ENSG00000091039.17","3856","12249","37064","4042","19350","3466","2655","4977","3797","2402","5339","6293","7343","1947","2385","4394","3248","4412","4860","5630","6697"
"ENSG00000091073.19","1126","702","663","1072","844","1534","1097","1260","709","1729","594","1000","646","1539","657","467","286","459","798","822","595"
"ENSG00000091106.19","155","156","117","133","49","115","174","114","282","238","83","108","93","56","63","148","49","110","187","364","255"
"ENSG00000091127.14","1459","2849","1220","1131","1254","1666","608","1328","661","1078","1454","1384","1146","637","223","888","228","663","1191","990","984"
"ENSG00000091128.13","12","31","3","9","13","4","15","7","10","17","15","31","21","10","9","11","3","22","9","41","15"
"ENSG00000091129.21","69","1510","348","129","259","92","94","534","1476","206","444","202","112","286","24","173","147","525","416","882","133"
"ENSG00000091136.15","4549","12892","7519","8670","6898","7562","13411","23318","7484","12803","14082","7192","11334","7513","5885","6640","16923","11530","11744","12337","13658"
"ENSG00000091137.14","16","82","37","41","26","24","21","45","36","124","130","192","626","45","76","165","36","110","92","117","105"
"ENSG00000091138.13","47","141","30","24","20","124","185","76","2","11","1295","1023","170","11410","5","20","5","383","137","36","17"
"ENSG00000091140.14","3266","5838","3442","4503","4190","5633","3967","3292","2838","3277","4464","5836","4715","4247","5424","3582","5181","5344","4384","4845","5139"
"ENSG00000091157.14","1582","2014","3046","1848","1294","1712","1378","2059","2238","832","1687","1723","1695","899","837","998","659","1496","1736","1699","1983"
"ENSG00000091164.13","6862","5800","8745","4328","3709","7187","4736","3434","4820","2433","3291","5289","4478","5228","2777","3108","2038","2440","3585","3729","3419"
"ENSG00000091181.20","11","27","5","9","11","16","30","18","0","12","17","14","33","4","3","38","13","9","10","17","23"
"ENSG00000091262.16","192","218","105","418","10","584","159","407","4160","54","170","578","708","233","1042","287","229","1542","245","694","833"
"ENSG00000091317.8","7944","8487","5283","8123","10206","10852","6050","6143","4903","3956","7445","7753","9030","5937","1668","5818","1452","3539","6115","5347","4903"
"ENSG00000091409.15","3220","8054","15769","8551","6123","5750","6428","4221","2950","2641","13869","14024","22343","7090","6888","9440","4236","10841","14868","9637","9736"
"ENSG00000091428.18","919","1113","704","280","1510","1432","497","767","213","262","936","710","752","682","356","347","485","540","484","534","688"
"ENSG00000091436.17","5198","3908","2845","3380","2716","5709","2761","3426","4862","2579","5794","7946","7595","2855","7350","6443","5346","10894","5177","9777","17220"
"ENSG00000091482.8","0","1","0","0","0","4","0","0","0","3","0","0","0","0","0","5","0","0","5","2","0"
"ENSG00000091483.7","8190","4085","7130","9946","4552","7431","5987","2621","3008","2628","3180","3842","3236","4404","3218","2495","3361","2665","2730","3241","3090"
"ENSG00000091490.11","491","1863","582","1264","717","1361","1771","1814","1339","3542","1921","1848","2088","741","788","1158","364","1097","2337","2147","963"
"ENSG00000091513.16","49","1512","120","301","14","329","2947","495","62","370","3044","4834","3059","4551","5064","2048","10849","4154","3111","4459","3401"
"ENSG00000091527.16","3994","22541","12663","8623","8078","18513","5992","10836","12006","6712","10661","9738","10447","7903","8549","11915","10702","9599","11119","11488","16114"
"ENSG00000091536.19","302","112","23","80","31","69","44","34","131","48","88","104","104","56","24","48","23","25","78","69","38"
"ENSG00000091542.9","8417","10866","5463","7763","2167","10169","3869","4764","4320","3573","4063","5577","5707","5154","4138","4862","3055","3252","4517","5853","4741"
"ENSG00000091583.11","0","0","0","1","0","0","0","0","0","0","0","1","1","2","0","0","2","2","1","0","0"
"ENSG00000091592.16","388","1090","479","889","448","637","570","1030","931","1931","1188","1469","1424","421","1198","1061","1667","1514","1661","1569","1905"
"ENSG00000091622.16","90","205","278","156","106","403","499","453","271","321","510","656","676","320","336","388","170","345","477","562","222"
"ENSG00000091640.8","4155","3886","1012","2520","1251","3289","1720","1619","1443","1909","1401","3380","1799","2734","2182","1521","2231","1740","2178","2331","1883"
"ENSG00000091651.9","119","591","161","347","75","204","147","199","1089","269","157","69","84","74","15","67","9","48","117","84","37"
"ENSG00000091656.19","246","518","491","986","424","984","1013","2335","440","579","1325","443","1086","419","736","797","1176","1468","770","1496","1878"
"ENSG00000091664.9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"ENSG00000091704.10","1","3","1","7","0","6","27","3","4","5","84","101","107","46","175","61","46","134","54","203","275"
"ENSG00000091732.17","1249","821","616","957","520","1382","917","783","391","633","708","1123","790","832","702","621","572","633","870","796","724"
"ENSG00000091831.24","46933","73708","85686","20011","46544","92332","16130","17091","27564","363","5494","17763","15067","3033","967","1985","396","1741","7715","4166","5102"
"ENSG00000091844.8","77","82","86","95","68","89","54","137","51","117","87","56","90","53","101","32","570","77","35","136","212"
"ENSG00000091879.14","969","1384","1713","431","559","512","883","570","285","604","511","363","487","324","674","861","285","649","849","1257","1554"
"ENSG00000091947.10","3524","2506","20230","4108","1839","2761","1360","3105","642","2998","1737","4537","2151","4111","1482","1395","1020","1278","4373","1681","950"
"ENSG00000091972.18","385","1872","660","545","521","567","681","966","472","1169","2440","1876","1388","1176","789","1665","384","1457","2417","793","1634"
